id,video_id,title,url,downloaded_comment_count,comment_file_found,invalid_comment_lines
2149,qUqFHUklWHU,The Bistro Huddy Holiday Party,https://www.youtube.com/watch?v=qUqFHUklWHU,31,yes,0
2147,qUFEkxNP6fc,The quiet kid on lockdown drill day#skits#quietkid#comedy,https://www.youtube.com/watch?v=qUFEkxNP6fc,31,yes,0
2144,qKbb-1UqH00,Standup Shows on Zoom Meeting : Part 1😂| COVID Effects | Standup Comedy by Aakash Gupta #shorts,https://www.youtube.com/watch?v=qKbb-1UqH00,31,yes,0
2142,qKWUkR3R-aU,Fin’s history lesson | Fin vs the internet with @JyotySingh,https://www.youtube.com/watch?v=qKWUkR3R-aU,31,yes,0
2141,qJCKF8NDs9E,Ben Shapiro challenges the racism narrative on income inequality,https://www.youtube.com/watch?v=qJCKF8NDs9E,31,yes,0
2140,qHCjUk3XrVE,Voter confronts Jon Ossoff about impeaching Trump,https://www.youtube.com/watch?v=qHCjUk3XrVE,31,yes,0
2139,qGN5fNRWuHE,When RDC Leland ate the Ad food😂#rdcworld1 #funny #comedy,https://www.youtube.com/watch?v=qGN5fNRWuHE,31,yes,0
2138,qDdqMm00Mw4,Halloween experiment,https://www.youtube.com/watch?v=qDdqMm00Mw4,31,yes,0
2134,psjv_z4E-sQ,Ranking Best 2015 Iconic Vine Moments,https://www.youtube.com/watch?v=psjv_z4E-sQ,31,yes,0
2133,pqNFOJWFVQQ,Dakota Johnson is too Hot for Jimmy Fallon!,https://www.youtube.com/watch?v=pqNFOJWFVQQ,31,yes,0
2129,pck3xkL6tmQ,Rhett is really good at that...,https://www.youtube.com/watch?v=pck3xkL6tmQ,31,yes,0
2128,pcYA9RfiEKw,Influenceless influencer #KattWilliams,https://www.youtube.com/watch?v=pcYA9RfiEKw,31,yes,0
2127,pbgTRab0ffk,"When Your Co-Worker Joins a Cult, Part 6: Halloween Finale!",https://www.youtube.com/watch?v=pbgTRab0ffk,31,yes,0
2126,paFv5OJgXWE,Ranking Anwar Jibawi vine moments #shorts,https://www.youtube.com/watch?v=paFv5OJgXWE,31,yes,0
2125,pZu8rjGI39s,"""Roleplaying"" 🎤: @rachelmac6647  | Full Video on our Channel!",https://www.youtube.com/watch?v=pZu8rjGI39s,31,yes,0
2123,pVPGbbEOJDg,Mrbeast HATES my new chips!😩,https://www.youtube.com/watch?v=pVPGbbEOJDg,31,yes,0
2122,pUFn8fU0d0c,Zohran Mamdani's victory speech following New York mayor election win,https://www.youtube.com/watch?v=pUFn8fU0d0c,31,yes,0
2120,pK9X0fo2Q0g,Ricky Gervais ROASTS Hollywood Actors,https://www.youtube.com/watch?v=pK9X0fo2Q0g,31,yes,0
2118,pI_NfmgDB_Y,Matt Rife e le carrozzine...,https://www.youtube.com/watch?v=pI_NfmgDB_Y,31,yes,0
2117,pI3HzJI_01A,Kate Winslet has famous b**bs 🫡,https://www.youtube.com/watch?v=pI3HzJI_01A,31,yes,0
2116,pGd7J96-3a0,Jamie Oliver Destroys Pho,https://www.youtube.com/watch?v=pGd7J96-3a0,31,yes,0
2115,pFqc491jewM,"Free speech is back, baby! But only if it agrees with Trump",https://www.youtube.com/watch?v=pFqc491jewM,31,yes,0
2113,p8riRqfGdwY,H3H3 Steals xqc’s flow and flexes on idubbz with a watch,https://www.youtube.com/watch?v=p8riRqfGdwY,31,yes,0
2110,p5ojxMtxjGI,Real Time' Crowd Goes Quiet as Bill Maher Explains Why Dems Can’t Win,https://www.youtube.com/watch?v=p5ojxMtxjGI,31,yes,0
2107,p1IG4hFWwtI,Katt Williams. White People 😮 #comedy #standupcomedy #funny,https://www.youtube.com/watch?v=p1IG4hFWwtI,31,yes,0
2106,p-S5-mvGqfM,Trevor Noah Why Rich People Are Lazy,https://www.youtube.com/watch?v=p-S5-mvGqfM,31,yes,0
2102,osh1v6FqUhc,Florida Vaccine Mandates #lastweektonight,https://www.youtube.com/watch?v=osh1v6FqUhc,31,yes,0
2099,oiZvK6MY7tI,"Call Your Ex, Win $10,000",https://www.youtube.com/watch?v=oiZvK6MY7tI,31,yes,0
2098,of3KbcNPGh8,Using poison in fights is cheating idc 😂 #shorts #anime #rdcworld1 #funny,https://www.youtube.com/watch?v=of3KbcNPGh8,31,yes,0
2097,ocJzXK3tMQM,"""1 Year of Andy Huggins"" 🎤: Andy Huggins | Full Video on our Channel!",https://www.youtube.com/watch?v=ocJzXK3tMQM,31,yes,0
2095,oYUYymsU-qs,Top 5 Theo Von funniest moments #theovon #theovonclips #theovoncomedy,https://www.youtube.com/watch?v=oYUYymsU-qs,31,yes,0
2094,oY7tjh8RGXY,l'm anti- antidepressant. #antidepressants #depression #therapy #mentalhealth #standup #comedy,https://www.youtube.com/watch?v=oY7tjh8RGXY,31,yes,0
2092,oWcJ0FFTov4,Fanfan's Most Embarrassing Moment,https://www.youtube.com/watch?v=oWcJ0FFTov4,31,yes,0
2087,oAP2bTWeEmc,Niño de tres años se roba el show y el corazón de Steve Harvey #shorts,https://www.youtube.com/watch?v=oAP2bTWeEmc,31,yes,0
2086,o5B4epiF2VY,Lawyer Medicine #rfkjr #mitochondria #airports #vaccines #standupcomedy #funny #jokes #shorts,https://www.youtube.com/watch?v=o5B4epiF2VY,31,yes,0
2084,o0VgB9NoGz0,Shane & Theo Have a Close Call 😂🔥🤣 | This Past Weekend ft. Riley Mau,https://www.youtube.com/watch?v=o0VgB9NoGz0,31,yes,0
2082,nwezy-P6oWo,Mike Tyson on Chelsea Lately,https://www.youtube.com/watch?v=nwezy-P6oWo,31,yes,0
2080,nshOzf2KsW0,What's weird about that??,https://www.youtube.com/watch?v=nshOzf2KsW0,31,yes,0
2078,ns931Pz9JfU,#ranking #funny #nyc #nycmayorrace,https://www.youtube.com/watch?v=ns931Pz9JfU,31,yes,0
2077,nryCz2_mf0Q,Amy Poehler ROASTS Seth Meyers,https://www.youtube.com/watch?v=nryCz2_mf0Q,31,yes,0
