humor_bucket,dataset_videos,videos_with_comments,videos_without_comments,video_mean_sentiment_negative,video_mean_sentiment_neutral,video_mean_sentiment_positive,video_mean_identity_attack,video_mean_insult,video_mean_obscene,video_mean_severe_toxicity,video_mean_threat,video_mean_toxicity,video_mean_emotion_anger,video_mean_emotion_disgust,video_mean_emotion_fear,video_mean_emotion_joy,video_mean_emotion_neutral,video_mean_emotion_sadness,video_mean_emotion_surprise
not_humor,553,511,42,0.31312603394760624,0.3892559813864316,0.29761798490943986,0.00813824020484889,0.033402201469760945,0.043714123936966005,0.0037399113300084974,0.003434117924989592,0.11920326036503216,0.10342956570448944,0.09453971646971727,0.04765902693431344,0.10915367222697052,0.44672511189827,0.06787802932060276,0.13061487667662644
regular_humor,343,328,15,0.2867796695898146,0.374634885721326,0.33858544427387194,0.007895457199812276,0.030955421742836498,0.04390085031907704,0.0034604362719571915,0.002262005687820811,0.11454776843343262,0.10189832206984496,0.10105713896883667,0.0378631840383504,0.12703931678316566,0.43675811322546876,0.06495928287288394,0.1304246418708993
dark_humor,196,187,9,0.3192593610569667,0.37023219548594066,0.3105084440412562,0.015003324724914998,0.03980916377824272,0.05771504180202857,0.004701190529816334,0.0032742601392353903,0.14695067344373228,0.11471717354847136,0.10443874367040942,0.04050471827238127,0.1275246398248424,0.4232874742527154,0.06248610412643149,0.12704114607533118
