video_id,dataset_row_id,humor_bucket,comments_scored,sentiment_negative,sentiment_neutral,sentiment_positive,identity_attack,insult,obscene,severe_toxicity,threat,toxicity,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_neutral,emotion_sadness,emotion_surprise
1ZVixIAxx_8,775,regular_humor,31,0.14139543427154422,0.21875520540221083,0.6398493578777679,0.0011824082945578642,0.03321370691569867,0.05886994928662335,0.0015557075133866391,0.0034967070053924898,0.1118067848428543,0.07513360408014588,0.055943955186634295,0.08715974872991923,0.271204526528656,0.35729823982523334,0.06433717057769818,0.08892274324992491
1aiLVAVkVWQ,776,not_humor,31,0.29119776657992796,0.5636915063425418,0.14511072165482947,0.0012814327468907822,0.020952507260165388,0.04101809547958715,0.0043728686263597,0.02481491762286638,0.12336184350480776,0.1320558865028884,0.10204769106912276,0.04261037871436847,0.05344442971568975,0.41892287708188014,0.029939058154160456,0.2209796812873514
1evH6dlA3pI,777,not_humor,31,0.23713780672199303,0.473467692732811,0.28939449940357476,0.000762209220181009,0.02311928849761194,0.024633460900663668,0.0005765540413596036,0.002935853714711078,0.08760365064165765,0.11139933414937507,0.06702150321835952,0.027377622262124094,0.08495705617561695,0.5001174276694655,0.047389996868948785,0.16173705649411968
1ewmZdC2mww,778,not_humor,31,0.2645062733922274,0.580406287745122,0.15508743282407522,0.00024659111776629525,0.0008119328915434439,0.002007230861401636,0.00012972560591973184,0.00014626492479545696,0.02141152743828453,0.020748910434063402,0.02630910748097625,0.02190661885880775,0.06359157909924586,0.5677972397496623,0.07322653902003602,0.22642000563322537
1fLr8QlHZXE,779,not_humor,25,0.3871646842546761,0.46736590906977654,0.14546939551830293,0.04382127534423489,0.05964797288354021,0.03977553128963336,0.0038741874680272305,0.0010750784480478615,0.17743669060757383,0.13853192171081902,0.07666246123844758,0.051933661261573436,0.02080639778636396,0.42490309312939645,0.0849123433418572,0.20225012476090343
1j4jryn6Rp8,780,regular_humor,31,0.5634600951771943,0.27815466761709223,0.15838523907586932,0.008649747931837825,0.08585412856548154,0.06138337751655208,0.005252867659897498,0.009432347194712249,0.22553495471102877,0.1926464655646874,0.2305669355348894,0.08863725632639421,0.06613392667889956,0.27194015791399345,0.07629361045697043,0.07378163781662982
1jGXSEowauk,781,dark_humor,31,0.3593915763401216,0.2979543137874815,0.34265410990243955,0.03317091492945404,0.048587192629178565,0.0719223958102145,0.005732383136825276,0.0014530029692386667,0.1599386073780366,0.1533093539802658,0.13993475699586974,0.05697718689653782,0.08282768666639083,0.32730335940516764,0.0703682839464877,0.16927937365835533
1k8LEMcBsgY,782,regular_humor,31,0.1681476453950088,0.2865090110008755,0.5453433445504596,0.0005978569078574617,0.03547576832399148,0.09029761678398392,0.006364425969114827,0.00044693752152529816,0.11645314833825274,0.18665366044508352,0.05728930959125019,0.04194149228973284,0.07543747229952245,0.46310551998565996,0.09692453237010105,0.0786480282230543
1kcwwnAGw5s,783,not_humor,13,0.1984917423866976,0.42626762203872204,0.3752406445116951,0.00016609260301965362,0.0003569024254550011,0.0004324079804623929,0.0001169905192979898,0.00016423472754048326,0.006889249314554036,0.053993884581499375,0.028773990092584148,0.004958094218566727,0.114236143990778,0.6723451213194773,0.02718107928880132,0.09851169772446156
1pX7UDZ3I3Y,784,regular_humor,31,0.2270599783758723,0.40708342110437734,0.36585660456048863,0.0014521109814297469,0.0049117670677069035,0.011570293752987298,0.0006793340580770746,0.009126035470774608,0.04883733603562559,0.03982922026226597,0.047811290367521464,0.011877321041068964,0.11158481998098714,0.5493230424040267,0.07009701760515812,0.1694772944995953
1tbajSGQr44,785,not_humor,14,0.10266153205053083,0.21777216863951512,0.6795663204310196,0.00023121240311801166,0.0011616477848812273,0.0017825058696741638,0.0001378236525592261,0.00016534645016820702,0.023485278540257632,0.022832222482455627,0.03610258983098902,0.009842987051732572,0.26981300451526685,0.3842642305285803,0.09259256720542908,0.1845523927227727
20gM14BXiNg,786,dark_humor,31,0.2526357323682356,0.4969847447449161,0.2503795249447707,0.002487754600869882,0.03219330270498646,0.04143361989389955,0.0019536434194906767,0.0003733933880275506,0.13555767728511484,0.0825054878293867,0.17581098711478613,0.0984381721524011,0.0933834898075269,0.40125731279652926,0.025131930229103854,0.1234726108790886
28cp6HmUifU,788,regular_humor,31,0.04771978836957245,0.19929860180784617,0.7529816065103777,0.0001856900292501274,0.0003566460884852155,0.00047911646927992305,0.00011450013886543832,0.0001612809050599143,0.007570515726617868,0.03800225734425288,0.013379261757607662,0.011592826339408694,0.33947165272829516,0.3840553403321293,0.02446322903532775,0.18903544075005957
2AKDM2c97qE,789,not_humor,31,0.4046089163560781,0.4401471864792608,0.1552438933492428,0.00511964644265977,0.0284391894106633,0.008471032022029132,0.00037182807958038947,0.0002654231014481235,0.06842956983206433,0.10230823130827517,0.12904794260318722,0.058254565655877215,0.0420108376983403,0.45824790241820135,0.08631777586114983,0.12381275371468116
2BW3ff2OJA4,790,dark_humor,31,0.2659194014681083,0.36712063581592613,0.36695995031585615,0.002570457883731222,0.04618997688099156,0.09580644822563045,0.005093603690658065,0.0005711820227706114,0.18356084396439273,0.09856604192886621,0.0794496858575111,0.0560661387900191,0.13335192736027943,0.3466181585324868,0.06805358163171238,0.21789447378907953
2ENilC8uluE,791,regular_humor,31,0.17579014337952098,0.3620840114571394,0.46212584864828854,0.0012373467804037877,0.012265700934221968,0.02285566050071089,0.00042612446639161077,0.00024143205143533828,0.05589355704479761,0.07345886502955709,0.0908066509441743,0.023957579524346417,0.0917662646275975,0.6086162173699948,0.03215056746416996,0.07924384910673384
2GE6x2LHuWE,793,not_humor,14,0.535998312490327,0.38580296241811346,0.07819872509155955,0.0006583669819519855,0.016140132189320866,0.06501623030635528,0.002120384777039622,0.0003809641015582851,0.11697788746927731,0.1578175394928881,0.06097622851874413,0.06349932968649748,0.08489286446378433,0.4894851762801409,0.05589350791914122,0.0874353681824037
2Gx2T8xxcwA,797,regular_humor,31,0.22507734502094887,0.5410034461848198,0.23391920225995202,0.00562943187974123,0.0031171143073738822,0.0022511826447894675,0.0003847495712351144,0.00296628491994324,0.04830782353172019,0.10089302137343874,0.0672957138327371,0.02008068690737409,0.06816314333569139,0.47462908971694207,0.048137422651052475,0.22080091672438767
2LSaBbI482k,798,regular_humor,31,0.1417214824788032,0.42109469913186565,0.43718382145368284,0.019181743101310735,0.007642403693734518,0.03044213605678505,0.0012050176362296747,0.0004220229377331693,0.0820134017962001,0.07337051169616321,0.05804641450935554,0.03686721291160211,0.15568265407871937,0.4926950368849981,0.030633459731395685,0.15270470869877645
