humor_bucket,dataset_videos,videos_with_comments,videos_without_comments,comments_scored,avg_comments_per_scored_video,sentiment_negative,sentiment_neutral,sentiment_positive,identity_attack,insult,obscene,severe_toxicity,threat,toxicity,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_neutral,emotion_sadness,emotion_surprise
not_humor,553,511,42,14649,28.667318982387474,0.31747467525774653,0.3887775038713009,0.2937478211507658,0.007900394161901914,0.034000185777964424,0.04524111345664801,0.003909019910887291,0.0035616113499031266,0.12151551180727231,0.10626834579840477,0.09621959734749637,0.048787178384776274,0.10604952805648066,0.4426955793145506,0.06865161418526998,0.13132815622057506
regular_humor,343,328,15,9687,29.533536585365855,0.2883793445011838,0.37437004950108077,0.3372506054880293,0.007888727648216073,0.03133582836822198,0.04433054695264587,0.003526850755781944,0.0023428065145949866,0.11511939410721493,0.10243149638482463,0.09919627984138721,0.03813090831629944,0.12857756725051397,0.43665997509250654,0.06496184013903364,0.1300419324992458
dark_humor,196,187,9,5483,29.32085561497326,0.31219704975786794,0.37529107856078603,0.3125118724484599,0.014061743071706318,0.038655714462156245,0.05731817165576988,0.0047212857961484046,0.003377141304924643,0.14296633234454706,0.11305070284033591,0.10329078740366358,0.040746061436271595,0.12822584236694043,0.42611880956630654,0.06145770709515185,0.12711008919901315
